"cod_alumno"|"ciudad"|"sexo_f"|"puntaje_ingreso"|"promedio_notas"|"total_creditos_logrados"|"biologia"|"matematicas"|"filosofia"|"fisica"|"historia"|"quimica"|"lenguaje"|"geografia"|"idiomas"|"sociales"|"lecturacritica"|"ciencias"|"razonamiento"|"competenciaciud"|"valor_matricula"|"valor_servicios"|"ingresos"|"vive_familia"|"estrato"|"estrato_vivira"|"actualmente_trabaja"|"valor_matric_colegio"|"ano_pago_colegio"|"ingresos_familiares"|"ano_ingresos"|"numero_aportantes"|"numero_hermanos"|"numero_hermanos_est_superior"|"edad_inicio"|"edad_reporte"|"anio_reporte"|"clase"
6146|PASTO                    |0|67.56|2.8987341772151898|0.0||||||||||||||||||0|||||||||||27.0|39.0|2001.0|0
6288|PASTO                    |0|62.39|2.2840000000000003|0.0||||||||||||||||||0|||||||||||19.0|34.0|2003.0|0
7403|PASTO                    |1|62.6|2.855555555555556|0.0||||||||||||||||||0|||||||||||18.0|29.0|2000.0|0
902691|PASTO                    |0|70.07|2.514583333333334|0.0||||||||||||||||||0|||||||||||30.0|41.0|2001.0|0
910376|PASTO                    |0|67.32|2.8822916666666667|0.0||||||||||||||||||0|||||||||||20.0|30.0|2001.0|0
912119|PASTO                    |1|68.16|3.329577464788731|0.0||||||||||||||||||0|||||||||||17.0|26.0|2000.0|0
912141|PASTO                    |0|67.42|2.925609756097561|0.0||||||||||||||||||0|||||||||||18.0|27.0|2000.0|0
920166|PASTO                    |0|0.0|2.601052631578947|4.0||||||||||||||||||0|2|2|1|0|1990|5000000|2006.0|1.0|3.0|1.0|18.0|30.0|2003.0|1
920291|PASTO                    |0|0.0|2.9037037037037035|0.0||||||||||||||||||0|||||||||||19.0|28.0|2000.0|0
922800|PASTO                    |1||2.897647058823529|0.0|61.000|72.000|75.000|67.000|0.000||||||||||0.0|0.0|1732470.0|0|||||||||||17.0|28.0|2003.0|0
922829|PASTO                    |0||2.3582608695652167|8.0|69.000|60.000|69.000|79.000|0.000||||||||||0.0|0.0|1442446.0|0|||0|0||0|||0.0|0.0|18.0|34.0|2007.0|1
922883|PASTO                    |0||2.8549999999999995|0.0|78.000|68.000|73.000|63.000|0.000||||||||||0.0|0.0|2987506.0|0|||||||||||17.0|25.0|2000.0|0
931446|PASTO                    |1|64.38|3.09746835443038|0.0||||||||||||||||||0|||||||||||19.0|27.0|2000.0|0
931449|PASTO                    |0|70.0|2.6399999999999997|0.0||||||||||||||||||0|||||||||||17.0|28.0|2003.0|0
931454|PASTO                    |0|64.95|3.1076923076923073|0.0||||||||||||||||||0|||||||||||21.0|29.0|2000.0|0
931476|PASTO                    |1|63.47|2.7494252873563227|0.0||||||||||||||||||0|||||||||||19.0|28.0|2002.0|0
931509|PASTO                    |0|63.48|2.9878048780487814|0.0||||||||||||||||||0|||||||||||19.0|27.0|2000.0|0
931554|PASTO                    |0|63.08|2.991666666666666|0.0||||||||||||||||||0|||||||||||18.0|26.0|2001.0|0
5206589|PASTO                    |0||3.71|0.0||||||||||||||||||0|||||||||||27.0|32.0|2010.0|0
5208426|PASTO                    |0|0.0|4.144444444444444|0.0|67.000|60.000|53.000|58.000|74.000|0.000|53.000|0.000|0.000|60.000|||||0.0|0.0|0.0|1|3|3|1|98000|1997|13000000|0.0|3.0|4.0|3.0|25.0|29.0|2010.0|0
5345586|PASTO                    |0||4.5375000000000005|||||||||||||||||||0|||||||||||||2007.0|0
5349381|PASTO                    |0||4.2375|||||||||||||||||||0|||||||||||50.0|51.0|2007.0|0
6327343|PASTO                    |0||3.6100000000000008|0.0||||||||||||||||||0|||||||||||||2010.0|0
9333213|PASTO                    |0|65.89|2.5582278481012666|0.0|66.000|61.000|72.000|63.000|0.000||||||||||0.0|0.0|5768216.0|0|||||||||||||2003.0|1
9333217|PASTO                    |1|66.34|3.046753246753246|0.0|72.000|70.000|66.000|65.000|0.000||||||||||0.0|0.0|974396.0|0|||||||||||18.0|25.0|2000.0|0
9333239|PASTO                    |0|65.77|2.9600000000000004|0.0|62.000|58.000|70.000|73.000|0.000||||||||||0.0|0.0|1616869.0|0|||||||||||19.0|27.0|2001.0|0
9333255|PASTO                    |0|66.06|2.488983050847457|77.0|74.000|61.000|73.000|63.000|0.000||||||||||0.0|0.0|960000.0|0|||0|0||0|||0.0|0.0|17.0|36.0|2011.0|0
9333271|PASTO                    |0|63.85|3.1879999999999997|0.0|65.000|58.000|64.000|65.000|0.000||||||||||0.0|0.0|1405087.0|0|||||||||||18.0|25.0|2000.0|0
9333274|PASTO                    |0|61.79|3.1133333333333333|0.0|67.000|69.000|55.000|65.000|0.000||||||||||0.0|0.0|2884839.0|0|||||||||||21.0|27.0|2000.0|0
9333276|PASTO                    |0|64.0|2.994666666666667|0.0|62.000|61.000|73.000|65.000|0.000||||||||||0.0|0.0|720000.0|0|||||||||||20.0|27.0|2000.0|0
9333284|PASTO                    |1|64.24|3.201333333333334|0.0|62.000|56.000|62.000|73.000|0.000||||||||||0.0|0.0|2950952.0|0|||||||||||17.0|24.0|2000.0|0
9333287|PASTO                    |0|62.26|3.056410256410256|0.0|69.000|60.000|57.000|71.000|0.000||||||||||0.0|0.0|0.0|0|||||||||||17.0|24.0|2000.0|0
9333290|PASTO                    |0|64.21|2.733980582524271|8.0|68.000|65.000|62.000|63.000|0.000||||||||||0.0|0.0|1080000.0|0|||||||||||17.0|30.0|2006.0|0
9334228|PASTO                    |0|68.87|2.372340425531915|0.0|75.000|69.000|73.000|69.000|0.000||||||||||0.0|0.0|0.0|0|||||||||||1.0|8.0|2000.0|1
9334253|PASTO                    |0|69.62|3.584285714285715|0.0|69.000|72.000|73.000|75.000|0.000||||||||||0.0|0.0|0.0|0|||||||||||20.0|27.0|2000.0|0
9334257|PASTO                    |0|67.45|3.1599999999999997|0.0|72.000|65.000|75.000|67.000|0.000||||||||||0.0|0.0|0.0|0|||||||||||20.0|27.0|2000.0|1
9334264|PASTO                    |1|68.46|3.5075949367088612|0.0|73.000|69.000|68.000|69.000|0.000||||||||||0.0|0.0|0.0|0|||||||||||18.0|25.0|2000.0|0
9334275|PASTO                    |0|66.22|3.044578313253011|0.0|65.000|71.000|67.000|65.000|0.000||||||||||0.0|0.0|0.0|0|||||||||||22.0|32.0|2003.0|0
12746441|PASTO                    |0||4.3374999999999995|||||||||||||||||||0|||||||||||26.0|27.0|2007.0|0
12748268|PASTO                    |0||4.3125|||||||||||||||||||0|||||||||||27.0|28.0|2007.0|0
12978879|PASTO                    |0||4.2|0.0||||||||||||||||||0|||||||||||43.0|44.0|2007.0|1
12980910|PASTO                    |0||4.3875|||||||||||||||||||0|||||||||||42.0|43.0|2007.0|0
12983024|PASTO                    |0||4.5625|||||||||||||||||||0|||||||||||42.0|43.0|2007.0|0
12984582|PASTO                    |0||0.0|0.0||||||||||||||||||0|||||||||||41.0|42.0|2007.0|1
12984836|PASTO                    |0||4.4125|||||||||||||||||||0|||||||||||41.0|42.0|2007.0|0
12989742|PASTO                    |0||4.5|||||||||||||||||||0|||||||||||38.0|39.0|2007.0|0
12991058|PASTO                    |0||4.3999999999999995|||||||||||||||||||0|||||||||||38.0|39.0|2007.0|0
12991122|PASTO                    |0||4.4625|||||||||||||||||||0|||||||||||39.0|40.0|2007.0|0
12991735|PASTO                    |0||4.3625|||||||||||||||||||0|||||||||||38.0|39.0|2007.0|0
12992320|PASTO                    |0||4.4|||||||||||||||||||0|||||||||||37.0|38.0|2007.0|0
12995887|PASTO                    |0||4.4375|||||||||||||||||||0|||||||||||36.0|37.0|2007.0|0
12997949|PASTO                    |0||4.550000000000001|||||||||||||||||||0|||||||||||35.0|37.0|2007.0|0
13013349|PASTO                    |0||0.9666666666666666|0.0||||||||||||||||||0|||||||||||40.0|42.0|2007.0|1
13057554|PASTO                    |0||3.9124999999999996|0.0||||||||||||||||||0|||||||||||31.0|32.0|2007.0|1
13060252|PASTO                    |0||4.449999999999999|||||||||||||||||||0|||||||||||49.0|50.0|2007.0|0
16079884|PASTO                    |0||4.45|||||||||||||||||||0|||||||||||22.0|23.0|2007.0|0
16732135|PASTO                    |0||4.525|||||||||||||||||||0|||||||||||40.0|41.0|2007.0|0
20034301|PASTO                    |1||3.066666666666667|0.0||||||||||||||||||0|||||||||||21.0|21.0|2000.0|1
20039201|PASTO                    |1|56.0|1.8157894736842106|0.0|57.000|60.000|64.000|49.000|60.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||20.0|22.0|2001.0|1
20039202|TUQUERRES                |0|51.65|1.4166666666666667|0.0|54.000|54.000|31.000|57.000|43.000|54.000|47.000|47.000|||||||0.0|0.0|0.0|0|||||||||||16.0|16.0|2000.0|1
20039203|TUQUERRES                |0|58.6|2.8|0.0|57.000|53.000|57.000|57.000|75.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||20.0|20.0|2000.0|1
20039204|PASTO                    |1|53.7|3.08076923076923|4.0|57.000|54.000|56.000|50.000|56.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||21.0|28.0|2007.0|0
20039205|TUQUERRES                |0|56.2|2.1538461538461537|0.0|54.000|58.000|52.000|59.000|59.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|19.0|2001.0|1
20039206|PASTO                    |0|62.9|1.7919999999999998|6.0|58.000|61.000|69.000|59.000|74.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|23.0|2004.0|1
20039207|PASTO                    |0|51.9|3.311267605633803|2.0|52.000|50.000|42.000|54.000|43.000|58.000|53.000|48.000|||||||0.0|0.0|0.0|0|||||||||||16.0|22.0|2006.0|0
20039208|PASTO                    |0|47.95|3.306944444444444|4.0|50.000|54.000|42.000|40.000|49.000|57.000|47.000|36.000|||||||0.0|0.0|0.0|1|1|1|1|115000|1999|8000000|2015.0|2.0|3.0|2.0|17.0|23.0|2006.0|0
20039209|PASTO                    |0|54.75|2.917910447761194|2.0|58.000|55.000|52.000|55.000|54.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||0|0||0|||0.0|0.0|19.0|25.0|2006.0|1
20039210|PASTO                    |0|60.35|2.839655172413793|6.0|58.000|52.000|55.000|63.000|72.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|25.0|2007.0|1
20039211|PASTO                    |0|64.8|1.763157894736842|0.0|61.000|56.000|64.000|68.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|20.0|2002.0|1
20039212|PASTO                    |0|49.8|2.984615384615384|2.0|51.000|49.000|45.000|51.000|55.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|25.0|2007.0|0
20039213|PASTO                    |1|49.45|3.104109589041096|2.0|50.000|48.000|50.000|49.000|51.000|53.000|49.000|47.000|||||||0.0|0.0|0.0|0|||||||||||17.0|24.0|2006.0|0
20039214|TUQUERRES                |0|51.3|1.3333333333333333|0.0|54.000|50.000|50.000|52.000|47.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||21.0|21.0|2000.0|1
20039215|TUQUERRES                |0|50.95|2.375|0.0|47.000|47.000|52.000|51.000|58.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|19.0|2001.0|1
20039216|PASTO                    |1|54.9|2.714|2.0|49.000|51.000|51.000|58.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|24.0|2004.0|1
20039217|PASTO                    |1|53.4|3.1091954022988513|8.0|48.000|54.000|64.000|49.000|55.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|29.0|2010.0|0
20039218|PASTO                    |0|62.1|3.412676056338028|4.0|63.000|61.000|63.000|62.000|59.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||5.0|11.0|2006.0|0
20039219|PASTO                    |0|46.85|2.817441860465116|4.0|46.000|56.000|50.000|35.000|49.000|54.000|43.000|46.000|||||||0.0|0.0|0.0|0|||||||||||17.0|25.0|2008.0|0
20039220|TUQUERRES                |0|55.1|0.4166666666666667|0.0|59.000|46.000|48.000|60.000|50.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||25.0|25.0|2000.0|1
20039221|PASTO                    |1|53.05|2.1333333333333333|0.0|52.000|58.000|55.000|50.000|60.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|21.0|2002.0|1
20039222|PASTO                    |0|52.3|2.98|6.0|50.000|56.000|53.000|45.000|51.000|58.000|52.000|57.000|||||||0.0|0.0|0.0|0|||||||||||16.0|23.0|2006.0|0
20039223|TUQUERRES                |0|67.15|0.8333333333333334|0.0|59.000|59.000|68.000|71.000|70.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||20.0|20.0|2000.0|1
20039224|TUQUERRES                |0|41.6|1.5|0.0|46.000|47.000|39.000|40.000|36.000|41.000|41.000|30.000|||||||0.0|0.0|0.0|1|5|3|1|0|0|48000000|2008.0|3.0|1.0|1.0|17.0|17.0|2000.0|1
20039225|PASTO                    |0|57.1|2.9768292682926827|2.0|61.000|60.000|56.000|56.000|55.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|28.0|2009.0|0
20039226|PASTO                    |1|49.65|2.9457831325301203|2.0|51.000|48.000|52.000|45.000|57.000|53.000|49.000|62.000|||||||0.0|0.0|0.0|0|||||||||||16.0|26.0|2010.0|0
20039227|PASTO                    |1|51.05|3.3383561643835615|4.0|47.000|47.000|47.000|59.000|50.000|45.000|53.000|53.000|||||||0.0|0.0|0.0|0|||||||||||19.0|26.0|2007.0|0
20039228|TUQUERRES                |0|50.25|1.3333333333333333|0.0|47.000|49.000|44.000|54.000|58.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||23.0|23.0|2000.0|1
20039229|TUQUERRES                |0|51.15|3.4||53.000|57.000|62.000|39.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|20.0|2000.0|1
20039230|PASTO                    |1|45.35|3.2565789473684212|4.0|52.000|42.000|50.000|47.000|42.000|54.000|40.000|36.000|||||||0.0|0.0|0.0|0|||||||||||17.0|22.0|2006.0|0
20039231|TUQUERRES                |0|64.3|3.625||67.000|60.000|58.000|67.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||27.0|28.0|2000.0|1
20039232|PASTO                    |0|46.75|2.357142857142857|0.0|43.000|47.000|46.000|43.000|47.000|50.000|52.000|43.000|||||||0.0|0.0|0.0|0|||||||||||17.0|18.0|2000.0|1
20039233|PASTO                    |1|57.1|3.301250000000001|6.0|61.000|56.000|56.000|56.000|57.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|26.0|2008.0|0
20039234|PASTO                    |0|50.2|3.12|4.0|47.000|56.000|47.000|43.000|52.000|53.000|52.000|48.000|||||||0.0|0.0|0.0|0|||||||||||17.0|23.0|2006.0|0
20039235|PASTO                    |1|47.35|3.3014084507042254|2.0|48.000|48.000|56.000|43.000|47.000|54.000|44.000|47.000|||||||0.0|0.0|0.0|0|||||||||||17.0|22.0|2006.0|0
20039236|PASTO                    |0|54.5|2.9662790697674417|6.0|51.000|45.000|53.000|58.000|56.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|1|1|2|0|50000|1997|25000000|2015.0|4.0|2.0|2.0|||2008.0|0
20039237|PASTO                    |0|60.75|2.5523809523809526|0.0|53.000|52.000|55.000|67.000|70.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|22.0|2004.0|1
20039238|PASTO                    |0|61.0|3.419178082191781|6.0|57.000|59.000|55.000|66.000|65.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|25.0|2006.0|0
20039239|TUQUERRES                |0|61.65|2.5|0.0|65.000|60.000|57.000|62.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|19.0|2001.0|1
20039247|TUQUERRES                |0|52.65|1.5|0.0|62.000|54.000|42.000|49.000|43.000|61.000|55.000|43.000|||||||0.0|0.0|0.0|1|0|0|0|0|0|9600000|0.0|1.0|2.0|2.0|16.0|17.0|2000.0|1
20039248|TUQUERRES                |0|64.55|2.0416666666666665|0.0|63.000|63.000|64.000|66.000|64.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||17.0|18.0|2001.0|1
20153201|PASTO                    |0|59.3|2.781176470588236|4.0|56.000|57.000|59.000|62.000|61.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|28.0|2009.0|0
20153202|PASTO                    |0|62.45|2.8341463414634145|4.0|54.000|55.000|58.000|71.000|70.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||20.0|28.0|2008.0|0
20153203|PASTO                    |0|59.4|2.632558139534883|2.0|57.000|54.000|58.000|61.000|68.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||20.0|29.0|2009.0|0
20153204|PASTO                    |0|48.35|2.7535714285714286|6.0|48.000|56.000|49.000|45.000|43.000|50.000|43.000|43.000|||||||0.0|0.0|0.0|0|2|2|0|0|2000|2000000|0.0|1.0|1.0|0.0|17.0|24.0|2007.0|0
20153205|PASTO                    |0|63.65|2.9455696202531647|6.0|62.000|58.000|57.000|69.000|68.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|24.0|2006.0|0
20153206|IPIALES                  |0|61.0|1.25|3.0|59.000|60.000|60.000|65.000|55.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|19.0|2000.0|1
20153207|PASTO                    |0|64.1|2.9356164383561647|2.0|60.000|56.000|59.000|70.000|72.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|25.0|2006.0|0
20153208|PASTO                    |0|47.4|2.8905882352941177|6.0|47.000|48.000|47.000|50.000|47.000|46.000|43.000|50.000|||||||0.0|0.0|0.0|0|||||||||||16.0|23.0|2007.0|0
20153209|PASTO                    |1|49.9|3.2442857142857138|6.0|55.000|58.000|41.000|49.000|50.000|47.000|44.000|44.000|||||||0.0|0.0|0.0|0|||||||||||17.0|22.0|2005.0|0
20153210|IPIALES                  |0|62.0|0.3333333333333333|0.0|55.000|58.000|59.000|67.000|72.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||27.0|28.0|2000.0|1
20153211|PASTO                    |0|58.9|2.0684210526315794|0.0|59.000|55.000|50.000|63.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|21.0|2004.0|1
20153212|PASTO                    |0|46.6|2.528571428571429|6.0|38.000|50.000|49.000|45.000|46.000|47.000|44.000|51.000|||||||0.0|0.0|0.0|0|||||||||||18.0|23.0|2005.0|1
20153213|PASTO                    |1|62.1|2.982191780821918|6.0|65.000|51.000|65.000|61.000|64.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|24.0|2006.0|0
20153214|PASTO                    |0|65.15|2.00377358490566|2.0|66.000|67.000|62.000|67.000|61.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|24.0|2005.0|1
20153215|PASTO                    |0|60.5|3.087671232876713|4.0|63.000|61.000|57.000|59.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|25.0|2007.0|0
20153216|IPIALES                  |0|46.45|2.1666666666666665|5.0|54.000|48.000|47.000|43.000|49.000|45.000|47.000|48.000|||||||0.0|0.0|0.0|0|||||||||||18.0|18.0|2000.0|1
20153217|PASTO                    |0|48.1|3.0871428571428567|6.0|44.000|45.000|41.000|54.000|42.000|55.000|44.000|43.000|||||||0.0|0.0|0.0|0|||||||||||16.0|21.0|2005.0|0
20153218|PASTO                    |0|59.15|3.359420289855073|4.0|60.000|53.000|58.000|59.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|23.0|2005.0|0
20153219|IPIALES                  |0|48.55|0.0|0.0|48.000|52.000|47.000|45.000|47.000|51.000|47.000|50.000|||||||0.0|0.0|0.0|0|||||||||||16.0|17.0|2000.0|1
20153220|IPIALES                  |0|52.6|1.5416666666666667|6.0|50.000|54.000|53.000|57.000|45.000|45.000|56.000|46.000|||||||0.0|0.0|0.0|0|||||||||||19.0|19.0|2001.0|1
20153221|PASTO                    |0|47.65|1.6033333333333333|0.0|40.000|52.000|47.000|47.000|43.000|52.000|43.000|43.000|||||||0.0|0.0|0.0|0|||||||||||||2006.0|1
20153222|IPIALES                  |0|47.3|2.2083333333333335|14.0|41.000|45.000|36.000|55.000|47.000|44.000|49.000|43.000|||||||0.0|0.0|0.0|0|||||||||||22.0|23.0|2001.0|1
20153223|PASTO                    |0|49.05|2.848888888888888|8.0|50.000|45.000|49.000|54.000|46.000|52.000|47.000|44.000|||||||0.0|0.0|0.0|0|||||||||||16.0|25.0|2009.0|0
20153224|PASTO                    |0|52.5|2.747727272727273|6.0|55.000|56.000|55.000|52.000|49.000|59.000|41.000|51.000|||||||0.0|0.0|0.0|0|||||||||||16.0|24.0|2009.0|0
20153225|PASTO                    |1|52.5|3.171428571428571|4.0|51.000|47.000|52.000|54.000|52.000|53.000|59.000|54.000|||||||0.0|0.0|0.0|0|||||||||||16.0|21.0|2005.0|0
20153226|PASTO                    |1|65.75|3.3191780821917805|4.0|66.000|61.000|71.000|65.000|62.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|25.0|2006.0|0
20153227|PASTO                    |1|46.05|3.108|4.0|51.000|42.000|50.000|47.000|55.000|47.000|44.000|47.000|||||||0.0|0.0|0.0|0|||||||||||17.0|24.0|2007.0|0
20153228|PASTO                    |0|49.6|3.098550724637681|6.0|52.000|44.000|58.000|54.000|52.000|53.000|46.000|43.000|||||||0.0|0.0|0.0|0|||||||||||16.0|21.0|2005.0|0
20153229|IPIALES                  |0|48.0|1.25|0.0|46.000|47.000|44.000|49.000|45.000|50.000|47.000|54.000|||||||0.0|0.0|0.0|0|||||||||||23.0|24.0|2000.0|1
20153230|PASTO                    |1|47.85|3.4651515151515153|6.0|54.000|41.000|47.000|47.000|50.000|54.000|52.000|48.000|||||||0.0|0.0|0.0|0|||||||||||16.0|21.0|2005.0|0
20153231|PASTO                    |0|46.45|2.448076923076923|2.0|48.000|47.000|47.000|38.000|52.000|53.000|50.000|48.000|||||||0.0|0.0|0.0|0|||||||||||20.0|25.0|2005.0|1
20153232|PASTO                    |0|65.4|3.2803030303030303|2.0|63.000|62.000|61.000|71.000|64.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||23.0|28.0|2005.0|0
20153233|IPIALES                  |0|59.4|1.9166666666666667|9.0|62.000|61.000|62.000|58.000|51.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||17.0|18.0|2001.0|1
20153234|PASTO                    |0|47.9|3.056944444444444|6.0|59.000|44.000|47.000|47.000|47.000|59.000|43.000|44.000|||||||0.0|0.0|0.0|0|||||||||||16.0|22.0|2006.0|0
20153235|IPIALES                  |1|56.55|2.423076923076923|15.0|58.000|52.000|56.000|57.000|57.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||0.0|1.0|2001.0|1
20153236|PASTO                    |0|68.55|2.9125000000000005|2.0|73.000|67.000|58.000|74.000|61.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||18.0|25.0|2007.0|0
20153237|PASTO                    |0|51.45|1.8476190476190477|69.0|47.000|54.000|50.000|54.000|51.000|51.000|44.000|56.000|||||||0.0|0.0|0.0|0|2|0|0|0|1999|9000000|2006.0|1.0|2.0|0.0|19.0|28.0|2009.0|1
20153238|PASTO                    |0|50.45|2.806097560975609|6.0|48.000|48.000|50.000|54.000|54.000|54.000|46.000|47.000|||||||0.0|0.0|0.0|0|||||||||||23.0|31.0|2008.0|0
20153239|PASTO                    |1|58.5|3.0933333333333337|6.0|62.000|57.000|59.000|54.000|66.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||17.0|24.0|2007.0|0
20153240|IPIALES                  |0|46.05|3.0|6.0|50.000|48.000|49.000|47.000|45.000|41.000|46.000|41.000|||||||0.0|0.0|0.0|0|||||||||||18.0|18.0|2000.0|1
20153241|PASTO                    |0|57.8|2.7564705882352936|6.0|50.000|50.000|55.000|62.000|76.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||20.0|28.0|2008.0|0
20153242|PASTO                    |0|65.35|2.7879518072289153|6.0|67.000|62.000|57.000|68.000|72.000|0.000|0.000|0.000|||||||0.0|0.0|0.0|0|||||||||||19.0|26.0|2007.0|0
20153243|PASTO                    |0|47.45|2.9052631578947374|6.0|52.000|45.000|42.000|49.000|41.000|54.000|44.000|50.000|||||||0.0|0.0|0.0|0|||||||||||99.0|107.0|2008.0|0
